model_type,best_params,test_acc_mean,test_acc_std,test_w_f1_mean,test_w_f1_std,gcn_path,avg_time
3,"{'n_hidden': 288, 'gcn_lr': 0.19557618954906064, 'm': 0.7500000000000001, 'linear_h': 128, 'bn_activator_0': 'True', 'dropout_0': 0.8, 'bn_activator_1': 'True', 'dropout_1': 0.6000000000000001}",98.21836455002284,0.0005004317565145312,98.19197967098813,0.0005009878086520029,FN-NF,0.11710081781659808
3,"{'n_hidden': 160, 'gcn_lr': 0.042561354491608874, 'm': 0.65, 'linear_h': 64, 'bn_activator_0': 'False', 'dropout_0': 0.0, 'bn_activator_1': 'True', 'dropout_1': 0.15000000000000002}",98.25034262220193,0.0005424550976262183,98.22328638445619,0.0005454493315339648,FF-NF,0.3665384489756364
3,"{'n_hidden': 480, 'gcn_lr': 0.29428695607608973, 'm': 0.65, 'linear_h': 128, 'bn_activator_0': 'True', 'dropout_0': 0.05, 'bn_activator_1': 'True', 'dropout_1': 0.4}",97.87117405207859,0.0008951995405329134,97.84213934527234,0.0009066388652550929,NN-NN,0.16022737427513198
3,"{'n_hidden': 128, 'gcn_lr': 0.058536971609073014, 'm': 0.7500000000000001, 'linear_h': 128, 'bn_activator_0': 'False', 'dropout_0': 0.4, 'bn_activator_1': 'True', 'dropout_1': 0.2}",97.6564641388762,0.0036946756044944243,97.6526485634316,0.003144018755387001,NF-NN,0.14680027961730957
